Index	N_planet	M_planet_1	M_planet_2	M_planet_3	M_planet_4	sma_1	sma_2	sma_3	sma_4	R_in	R_out	M_star	age_star	R_star	T_star	q	density_profile	sound_speed_profile	inc	az	dist	spatial_resolution	spectral_resolution	beam_angle	rms_noise	position_angle	viscosity	dust	dust_to_gas	dust_mass
1161	1	0.180961	0.000000	0.000000	0.000000	164.393559	0.000000	0.000000	0.000000	24.175788	241.757884	1.390981	1.070876	2.894516	4498.109426	0.009584	0.756882	0.476300	19.274783	156.700429	124.735394	0.312137	0.055695	73.275324	7.636535	176.040206	0.001822	0.000000	0.010000	0.001000
1162	3	0.053034	0.164586	0.359245	0.000000	72.022082	124.364696	82.283864	0.000000	15.739767	157.397674	1.071162	0.882927	2.878595	4316.167259	0.003842	0.531044	0.562437	56.660400	248.096993	168.607195	0.335358	0.132635	20.123629	9.866534	3.002339	0.002471	0.000000	0.010000	0.001000
1163	3	0.340119	0.221271	0.045303	0.000000	129.705027	55.178453	112.836599	0.000000	18.325046	183.250464	1.734858	1.764218	2.709432	4677.534782	0.006342	0.610260	0.548958	53.782197	200.474336	149.221110	0.334338	0.066861	44.026411	2.683239	17.299083	0.001078	0.000000	0.010000	0.001000
1164	1	0.084211	0.000000	0.000000	0.000000	129.277208	0.000000	0.000000	0.000000	19.743778	197.437781	1.787615	2.841291	2.383084	4788.127394	0.005623	0.567082	0.402713	22.860287	147.300064	188.886075	0.125575	0.156264	41.250349	5.681600	131.513820	0.001102	0.000000	0.010000	0.001000
1165	4	0.200103	0.133432	0.374114	0.030708	132.946384	56.716841	84.438533	106.571052	18.331820	183.318204	1.488006	2.698513	2.158282	4582.382753	0.009435	0.409681	0.123829	27.123039	152.517819	134.999612	0.214069	0.162267	77.172396	17.706606	175.756598	0.001337	0.000000	0.010000	0.001000
1166	1	0.049574	0.000000	0.000000	0.000000	139.511726	0.000000	0.000000	0.000000	21.276869	212.768689	1.847150	3.086176	2.396242	4857.097819	0.002704	0.929959	0.244967	27.427803	179.846585	159.897318	0.169721	0.197882	66.807391	3.457574	36.311778	0.001973	0.000000	0.010000	0.001000
1167	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	20.405478	204.054779	1.206585	3.979975	1.712532	4406.792687	0.000635	0.483179	0.628129	40.817423	41.415317	118.202751	0.385559	0.134610	83.750315	1.198656	171.041733	0.001326	0.000000	0.010000	0.001000
1168	4	0.027282	0.221751	0.311025	0.115968	73.850700	47.298778	87.575085	114.128498	15.477666	154.776658	1.114821	1.136723	2.552048	4350.093273	0.002694	0.697663	0.699545	42.319367	236.026223	130.339772	0.296310	0.103681	78.212974	6.718323	31.125232	0.001654	0.000000	0.010000	0.001000
1169	2	0.034501	0.326163	0.000000	0.000000	184.599182	81.749285	0.000000	0.000000	24.749617	247.496170	1.404502	4.249628	1.820626	4571.743948	0.001383	0.646762	0.636685	62.312841	245.432395	132.970327	0.329510	0.074283	45.794834	12.909404	25.074990	0.000562	0.000000	0.010000	0.001000
1170	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	15.858560	158.585600	1.252113	4.512925	1.680746	4446.588231	0.003298	0.819908	0.111048	63.964166	77.918819	113.185916	0.438974	0.026618	58.542618	19.333791	43.866157	0.002448	0.000000	0.010000	0.001000
1171	3	0.317375	0.158583	0.047352	0.000000	117.865756	64.296951	125.989996	0.000000	18.611842	186.118422	1.995166	1.715772	2.979732	4788.706961	0.008387	0.225261	0.300276	61.400713	303.936587	132.566615	0.431817	0.032037	74.961991	12.639849	69.306777	0.000721	0.000000	0.010000	0.001000
1172	1	0.358826	0.000000	0.000000	0.000000	92.380511	0.000000	0.000000	0.000000	17.172501	171.725009	1.461208	4.476885	1.841906	4639.607408	0.002711	0.231080	0.279593	52.434257	62.765201	180.199668	0.122120	0.189566	86.861954	6.420708	125.899979	0.000851	0.000000	0.010000	0.001000
1173	1	0.242750	0.000000	0.000000	0.000000	123.210187	0.000000	0.000000	0.000000	20.310149	203.101492	1.635203	3.754401	2.082882	4751.253541	0.004342	0.212569	0.192752	19.608909	295.356910	157.212382	0.062611	0.188635	73.817654	10.311553	160.285115	0.000895	0.000000	0.010000	0.001000
1174	1	0.144706	0.000000	0.000000	0.000000	121.167126	0.000000	0.000000	0.000000	18.780747	187.807469	1.957282	1.470867	3.087879	4749.055532	0.006332	0.798045	0.314463	64.323447	20.722107	115.385270	0.061842	0.176345	37.022439	19.735685	44.125096	0.001708	0.000000	0.010000	0.001000
1175	2	0.293235	0.016695	0.000000	0.000000	144.866773	62.033218	0.000000	0.000000	18.154282	181.542818	1.518820	4.326779	1.908118	4686.152665	0.006388	0.533537	0.599210	25.707168	333.629424	149.686197	0.273627	0.059184	30.612719	19.782849	120.024465	0.001939	0.000000	0.010000	0.001000
1176	4	0.032335	0.187306	0.225832	0.369514	104.247445	154.218666	76.072523	129.056168	21.939029	219.390288	1.637516	2.167670	2.444637	4650.988803	0.003348	0.215352	0.120187	58.401288	16.312886	147.081474	0.464498	0.150926	39.344545	16.951050	170.215701	0.002382	0.000000	0.010000	0.001000
1177	2	0.319610	0.024354	0.000000	0.000000	78.471945	184.269842	0.000000	0.000000	23.175432	231.754317	1.778564	3.360407	2.279313	4832.643238	0.005944	0.210376	0.406951	20.327257	5.834977	123.939159	0.209156	0.071063	28.946068	5.094424	93.243770	0.002196	0.000000	0.010000	0.001000
1178	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.016830	240.168304	1.850013	4.293797	2.289168	5039.015918	0.003220	0.976561	0.112032	74.839031	345.880495	129.392334	0.287950	0.169659	87.422720	8.282130	114.506522	0.000628	0.000000	0.010000	0.001000
1179	2	0.025952	0.356891	0.000000	0.000000	159.631506	70.741627	0.000000	0.000000	20.854552	208.545517	0.732460	2.787218	1.592320	4028.133313	0.006088	0.294471	0.739023	15.796293	266.294941	149.560524	0.392771	0.143724	87.791701	13.258813	29.243793	0.001349	0.000000	0.010000	0.001000
1180	2	0.056158	0.376656	0.000000	0.000000	59.751326	132.529056	0.000000	0.000000	17.599925	175.999248	1.023938	3.833854	1.601503	4272.651837	0.006373	0.725394	0.607604	25.581593	149.267207	155.389149	0.372685	0.040980	18.381240	16.893759	26.194287	0.001442	0.000000	0.010000	0.001000
1181	1	0.175494	0.000000	0.000000	0.000000	123.327246	0.000000	0.000000	0.000000	24.236755	242.367555	1.005961	3.907300	1.578537	4257.749483	0.006344	0.499265	0.749277	61.271465	308.740831	134.855542	0.219548	0.049275	15.338410	8.268478	143.539336	0.000975	0.000000	0.010000	0.001000
1182	4	0.153264	0.028454	0.317242	0.233412	67.794567	109.576676	101.427069	151.001594	19.316436	193.164359	1.666947	1.316282	2.933580	4626.119546	0.001550	0.176194	0.138476	18.191901	158.571221	189.156013	0.113646	0.114557	9.129775	9.291803	17.121435	0.002235	0.000000	0.010000	0.001000
1183	3	0.020779	0.165956	0.295862	0.000000	94.159830	194.235351	118.721631	0.000000	24.608556	246.085561	0.851156	3.196923	1.569095	4133.583430	0.002956	0.246970	0.154441	77.957335	4.035762	116.483486	0.110095	0.140503	5.641928	10.042194	0.344062	0.001358	0.000000	0.010000	0.001000
1184	4	0.016304	0.138825	0.305038	0.207380	77.044948	118.082043	91.734594	50.523904	16.233599	162.335987	0.517979	2.526852	1.414691	3783.366781	0.005781	0.270345	0.686704	21.196313	66.726744	180.684111	0.322450	0.052604	1.241778	11.369696	139.638352	0.001311	0.000000	0.010000	0.001000
1185	3	0.368002	0.034163	0.155743	0.000000	91.015465	74.115301	143.360191	0.000000	19.446543	194.465430	1.098957	0.717549	3.234384	4323.264514	0.005663	0.760070	0.260557	59.922699	8.992863	189.290179	0.270468	0.116680	22.281430	14.715896	70.400876	0.002043	0.000000	0.010000	0.001000
1186	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	18.350184	183.501840	0.853420	4.002839	1.451527	4122.426010	0.001105	0.263377	0.418841	18.322751	149.566289	118.438076	0.336880	0.037625	14.181386	13.775684	114.949633	0.000847	0.000000	0.010000	0.001000
1187	1	0.372118	0.000000	0.000000	0.000000	189.060966	0.000000	0.000000	0.000000	24.393303	243.933028	0.828694	1.126969	2.262651	4149.393870	0.003956	0.434179	0.713263	72.847879	126.009585	165.169745	0.224932	0.062949	27.567783	11.234473	47.330990	0.001032	0.000000	0.010000	0.001000
1188	3	0.322638	0.045812	0.232771	0.000000	119.402040	97.823594	47.885577	0.000000	15.768998	157.689983	1.470047	3.098667	2.052208	4584.466743	0.009745	0.956519	0.213536	16.722530	122.000085	102.692503	0.268282	0.175513	6.124271	15.318954	78.642075	0.001193	0.000000	0.010000	0.001000
1189	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.079295	240.792952	1.586510	1.728397	2.603156	4607.822252	0.001850	0.763966	0.521634	62.064322	117.821588	121.791038	0.405069	0.025334	28.847011	6.291518	27.082092	0.000899	0.000000	0.010000	0.001000
1190	1	0.122299	0.000000	0.000000	0.000000	113.145856	0.000000	0.000000	0.000000	15.575436	155.754363	1.945118	2.676533	2.584437	4875.811165	0.008959	0.130147	0.433404	60.213545	240.726109	125.692337	0.494072	0.044825	3.983487	5.003641	55.181705	0.001396	0.000000	0.010000	0.001000
1191	3	0.308413	0.037510	0.143219	0.000000	126.667931	147.498847	69.680122	0.000000	20.507821	205.078208	1.304647	3.476200	1.861242	4474.073867	0.007266	0.917337	0.255380	10.914413	303.343940	179.602752	0.406366	0.165273	44.302301	7.730272	66.498570	0.001347	0.000000	0.010000	0.001000
1192	4	0.172167	0.372028	0.279706	0.071848	157.410057	135.895172	77.545015	98.420849	20.380426	203.804259	1.066722	3.814303	1.635851	4304.826044	0.002825	0.133010	0.250866	33.720392	256.998524	129.018140	0.450201	0.113185	2.145062	19.244900	30.214899	0.000666	0.000000	0.010000	0.001000
1193	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	19.011696	190.116962	0.817116	2.371512	1.714628	4114.923858	0.002996	0.757396	0.391144	77.483761	315.296327	106.933867	0.489412	0.046942	27.535009	14.006818	108.091154	0.001317	0.000000	0.010000	0.001000
1194	4	0.120838	0.231253	0.018122	0.372446	77.851634	165.123938	151.200296	111.583198	22.891441	228.914414	1.046176	3.141768	1.729234	4292.928178	0.009358	0.253226	0.253301	27.486424	306.381095	148.966415	0.325645	0.053155	73.187058	2.993751	67.885129	0.001589	0.000000	0.010000	0.001000
1195	2	0.029566	0.373811	0.000000	0.000000	51.742574	115.730518	0.000000	0.000000	15.134390	151.343903	1.982750	4.052815	2.541276	5174.442511	0.004212	0.364851	0.552615	38.943322	82.142579	185.034622	0.390142	0.165772	49.520148	13.320947	29.681635	0.002389	0.000000	0.010000	0.001000
1196	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	23.167615	231.676151	0.756930	2.063883	1.793932	4063.221087	0.006581	0.840739	0.579418	40.444574	293.458201	113.922824	0.187834	0.163441	6.655677	9.808675	79.447753	0.001561	0.000000	0.010000	0.001000
1197	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	18.738531	187.385307	1.938388	2.435011	2.634328	4841.370166	0.001439	0.636757	0.124610	70.869559	81.776930	154.199658	0.488691	0.060520	23.179813	16.973020	82.001930	0.002297	0.000000	0.010000	0.001000
1198	1	0.307801	0.000000	0.000000	0.000000	85.586795	0.000000	0.000000	0.000000	18.828416	188.284164	0.580750	0.788639	2.596495	3885.875815	0.002366	0.834488	0.485650	66.567826	262.787118	121.996949	0.092854	0.124115	85.943196	12.922077	139.802321	0.002285	0.000000	0.010000	0.001000
1199	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	21.843576	218.435757	0.514818	2.406683	1.437742	3780.402369	0.003876	0.153733	0.549790	33.780314	85.201699	192.060282	0.446840	0.032565	1.106285	6.172217	177.321389	0.000984	0.000000	0.010000	0.001000
1200	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	19.803826	198.038255	1.846470	3.719542	2.315071	4940.432816	0.006486	0.962091	0.106199	15.605650	75.090883	115.401642	0.496865	0.098205	21.646943	2.611178	125.605928	0.000820	0.000000	0.010000	0.001000
1201	4	0.342721	0.115235	0.276581	0.058806	108.271219	124.876587	49.334687	74.071790	16.112942	161.129422	1.572690	2.627333	2.247230	4631.874751	0.004971	0.181176	0.228701	39.715146	321.621884	107.590530	0.321620	0.168406	49.634813	8.895314	177.803081	0.000575	0.000000	0.010000	0.001000
1202	3	0.369822	0.175112	0.065121	0.000000	131.090105	76.392303	159.189526	0.000000	24.666051	246.660511	1.868537	4.813954	2.347780	5178.934485	0.009663	0.191255	0.616011	30.586322	305.217065	103.045434	0.399866	0.158174	89.984795	18.500842	158.051376	0.002406	0.000000	0.010000	0.001000
1203	3	0.031371	0.138045	0.326242	0.000000	119.146171	52.382929	109.270171	0.000000	17.425898	174.258985	0.869174	2.465414	1.734353	4163.133594	0.007780	0.991295	0.258301	38.728419	337.851476	125.710314	0.099724	0.079826	65.691649	13.145199	178.249543	0.000591	0.000000	0.010000	0.001000
1204	1	0.056954	0.000000	0.000000	0.000000	110.122483	0.000000	0.000000	0.000000	19.394383	193.943827	1.010364	2.657719	1.806963	4271.371290	0.004182	0.427727	0.269590	56.458133	295.687045	129.869782	0.121990	0.021109	53.853715	11.087257	17.690078	0.001471	0.000000	0.010000	0.001000
1205	1	0.321317	0.000000	0.000000	0.000000	108.679457	0.000000	0.000000	0.000000	16.229683	162.296829	1.711523	3.966090	2.131754	4845.318500	0.002128	0.191985	0.309469	28.595770	43.248580	147.297256	0.380645	0.161892	32.431708	4.188571	51.524183	0.001339	0.000000	0.010000	0.001000
1206	2	0.018441	0.340702	0.000000	0.000000	74.972204	165.703540	0.000000	0.000000	20.832791	208.327907	1.463772	2.263409	2.265169	4557.409625	0.009196	0.895232	0.121494	12.355783	123.288641	180.296704	0.160914	0.192571	12.149924	15.326588	44.039752	0.001793	0.000000	0.010000	0.001000
1207	3	0.140115	0.336000	0.076967	0.000000	57.918172	116.876235	130.466616	0.000000	18.570069	185.700688	1.794052	4.647672	2.197263	5033.013554	0.005354	0.493010	0.149016	40.329374	194.742790	123.150589	0.391051	0.142349	89.450245	15.736812	61.278792	0.002310	0.000000	0.010000	0.001000
1208	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	17.513576	175.135762	1.323595	1.112394	2.789754	4465.067243	0.004912	0.542038	0.396404	56.483456	156.502343	170.643570	0.378026	0.026281	88.758172	1.659483	167.446983	0.000991	0.000000	0.010000	0.001000
1209	1	0.275434	0.000000	0.000000	0.000000	143.169583	0.000000	0.000000	0.000000	20.459612	204.596123	1.484173	3.327935	2.020791	4605.158845	0.000877	0.194838	0.165704	61.311166	321.372326	152.802418	0.203595	0.055337	70.348802	4.246793	62.361524	0.001073	0.000000	0.010000	0.001000
1210	4	0.140251	0.062853	0.239480	0.375731	195.609751	125.222120	74.260007	164.369479	24.641677	246.416770	1.422525	2.759070	2.089795	4545.263705	0.009628	0.439388	0.148429	10.107716	76.328888	106.806981	0.278067	0.040516	59.351746	18.346706	110.405754	0.001821	0.000000	0.010000	0.001000
1211	1	0.315654	0.000000	0.000000	0.000000	111.347290	0.000000	0.000000	0.000000	20.220258	202.202580	1.435084	2.546817	2.154896	4549.061305	0.002159	0.139432	0.293250	68.834694	58.711958	136.453645	0.085501	0.183646	29.011220	1.733466	30.572884	0.001868	0.000000	0.010000	0.001000
1212	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	21.704406	217.044058	1.872481	1.423821	3.039761	4711.293977	0.001903	0.281736	0.108844	37.735415	230.587718	142.694670	0.399151	0.077963	89.493737	14.459519	129.113830	0.000543	0.000000	0.010000	0.001000
1213	4	0.025951	0.160877	0.372573	0.243280	101.732964	60.432289	73.439844	118.141607	15.903721	159.037210	0.527850	3.366962	1.275851	3793.126883	0.005328	0.158306	0.271114	25.312600	110.973096	150.112093	0.075267	0.146791	52.602631	14.262100	148.421145	0.001545	0.000000	0.010000	0.001000
1214	4	0.118102	0.275358	0.056927	0.376706	148.046174	63.925669	85.373047	109.681531	18.944790	189.447900	1.893259	4.968672	2.425282	5261.868716	0.008077	0.766576	0.428784	21.919749	54.236479	149.014693	0.290612	0.045622	2.986453	2.184509	147.355812	0.001006	0.000000	0.010000	0.001000
1215	4	0.018645	0.257980	0.122108	0.350928	149.607579	186.233203	76.618294	109.371443	23.679444	236.794435	1.806523	4.524383	2.217244	5026.387371	0.004989	0.340889	0.728399	10.790156	24.447135	134.260053	0.247401	0.182623	43.563450	12.560122	19.875589	0.002230	0.000000	0.010000	0.001000
1216	3	0.147965	0.336915	0.022269	0.000000	179.687403	108.918853	96.115598	0.000000	23.189093	231.890934	0.839076	3.920110	1.451165	4110.894089	0.005613	0.822510	0.654140	44.731900	234.485078	130.841169	0.091703	0.172438	33.876451	4.192727	6.839939	0.002363	0.000000	0.010000	0.001000
1217	4	0.158000	0.338384	0.246559	0.028272	82.284323	99.749084	164.070322	128.370235	22.902084	229.020839	1.183705	3.774277	1.725167	4389.448822	0.004861	0.694976	0.662988	18.669371	294.242023	115.119867	0.265250	0.087573	79.310898	10.500816	20.330052	0.000685	0.000000	0.010000	0.001000
1218	2	0.021948	0.376187	0.000000	0.000000	124.965562	48.939127	0.000000	0.000000	15.663287	156.632872	1.687429	1.932837	2.582859	4665.544419	0.006852	0.224973	0.313392	21.708416	218.236001	139.227302	0.106046	0.091164	16.386765	5.806107	117.509653	0.001946	0.000000	0.010000	0.001000
1219	1	0.274935	0.000000	0.000000	0.000000	159.032212	0.000000	0.000000	0.000000	22.387681	223.876808	1.067455	3.246815	1.726030	4307.083551	0.001029	0.741251	0.634010	77.300000	37.961995	142.021269	0.364511	0.118197	20.829377	12.429480	62.977086	0.001623	0.000000	0.010000	0.001000
1220	4	0.239619	0.367284	0.114369	0.028247	93.190066	138.527107	166.857101	73.176803	21.665520	216.655204	1.564162	3.511444	2.056869	4674.618929	0.007313	0.220497	0.181000	67.703713	223.910515	159.722103	0.452565	0.093323	8.230293	19.041613	150.236319	0.001660	0.000000	0.010000	0.001000
1221	4	0.272678	0.107859	0.307770	0.047167	63.478178	126.526191	109.911775	81.426638	17.240516	172.405161	0.862580	4.124142	1.443138	4129.103702	0.001885	0.642798	0.357807	25.249402	163.790699	164.440209	0.089782	0.022752	39.438157	12.616130	56.490999	0.000817	0.000000	0.010000	0.001000
1222	1	0.333445	0.000000	0.000000	0.000000	124.226465	0.000000	0.000000	0.000000	19.710157	197.101570	1.263938	1.322373	2.573295	4438.761792	0.002840	0.370974	0.639130	67.174967	80.885778	190.687236	0.339161	0.024526	66.100604	3.730236	169.688237	0.001436	0.000000	0.010000	0.001000
1223	1	0.268733	0.000000	0.000000	0.000000	125.163315	0.000000	0.000000	0.000000	21.690955	216.909553	1.513353	4.131109	1.926810	4668.777808	0.008164	0.664486	0.383993	63.175434	114.711761	119.685964	0.051878	0.085103	59.048833	7.156494	97.931538	0.001511	0.000000	0.010000	0.001000
1224	2	0.021157	0.349758	0.000000	0.000000	143.692835	60.437317	0.000000	0.000000	17.983193	179.831934	0.925937	3.737396	1.544124	4191.291507	0.000529	0.302250	0.225903	38.149888	253.914825	185.655808	0.120412	0.023847	23.793234	13.689312	71.969838	0.001113	0.000000	0.010000	0.001000
1225	4	0.047734	0.242416	0.349827	0.190248	97.522612	65.912377	114.930623	151.883874	19.162598	191.625979	1.147610	4.416114	1.615252	4363.544520	0.007060	0.890797	0.717891	43.938111	70.628058	190.759210	0.110339	0.073706	43.704984	4.688192	164.163550	0.001750	0.000000	0.010000	0.001000
1226	3	0.352624	0.020127	0.213948	0.000000	70.227104	103.168671	158.965190	0.000000	20.186994	201.869944	1.766630	4.106438	2.182875	4914.479396	0.009938	0.920326	0.596887	79.275442	322.253498	124.533868	0.263483	0.186936	51.302056	2.343726	16.013652	0.001598	0.000000	0.010000	0.001000
1227	2	0.299594	0.031060	0.000000	0.000000	145.141856	59.424217	0.000000	0.000000	19.264531	192.645307	0.723198	4.694585	1.306237	3995.472323	0.008458	0.396386	0.470516	58.831900	12.555315	156.191361	0.140720	0.104492	34.268341	1.315626	145.766784	0.001783	0.000000	0.010000	0.001000
1228	2	0.320364	0.044860	0.000000	0.000000	68.940185	173.865116	0.000000	0.000000	21.959055	219.590554	1.503325	2.628653	2.189367	4589.532851	0.000746	0.353295	0.178788	41.854213	168.581332	125.486283	0.438497	0.083102	29.781225	10.489460	4.371719	0.002477	0.000000	0.010000	0.001000
1229	1	0.078788	0.000000	0.000000	0.000000	119.344170	0.000000	0.000000	0.000000	16.138866	161.388661	0.520235	1.923355	1.582370	3790.309041	0.007379	0.561296	0.506995	21.896501	221.552558	139.969476	0.368080	0.033555	16.129225	14.082231	156.305685	0.001699	0.000000	0.010000	0.001000
1230	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	20.560398	205.603977	1.723321	2.380372	2.442181	4708.756003	0.009472	0.600029	0.665874	69.495729	228.744154	139.742099	0.428831	0.098783	65.182769	7.144701	175.147731	0.001446	0.000000	0.010000	0.001000
1231	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	21.344255	213.442548	1.285344	2.857567	1.968853	4453.874630	0.002513	0.592114	0.172567	76.375157	195.637314	169.407735	0.118286	0.049615	35.958696	2.073876	42.709790	0.001520	0.000000	0.010000	0.001000
1232	1	0.234771	0.000000	0.000000	0.000000	138.068557	0.000000	0.000000	0.000000	23.012551	230.125515	1.556494	1.370786	2.795507	4579.339194	0.004855	0.946130	0.290867	51.861908	243.476658	118.875802	0.355867	0.164913	73.587594	13.970465	66.255388	0.000616	0.000000	0.010000	0.001000
1233	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	19.818307	198.183073	0.850029	0.786795	2.758105	4165.558481	0.002597	0.480315	0.448289	76.094046	54.467476	170.893018	0.418059	0.186052	26.880536	16.444915	80.238553	0.002029	0.000000	0.010000	0.001000
1234	1	0.101941	0.000000	0.000000	0.000000	113.290603	0.000000	0.000000	0.000000	23.347170	233.471697	1.312956	3.204068	1.916056	4477.390280	0.006014	0.550085	0.403565	62.634699	197.735643	163.130030	0.080899	0.064130	1.275492	15.868864	156.612528	0.000940	0.000000	0.010000	0.001000
1235	2	0.052620	0.284871	0.000000	0.000000	174.530006	72.077301	0.000000	0.000000	22.163157	221.631570	1.620766	1.384655	2.842152	4606.900072	0.004448	0.442603	0.337764	17.544825	171.535237	166.204054	0.393399	0.139720	67.231005	12.140425	40.469994	0.002345	0.000000	0.010000	0.001000
1236	2	0.099554	0.318017	0.000000	0.000000	62.457747	155.968674	0.000000	0.000000	19.567448	195.674483	1.707926	0.689175	3.980577	4574.710383	0.001373	0.683433	0.616602	31.685520	221.984133	126.853597	0.106749	0.177121	35.007939	12.825988	146.749082	0.002073	0.000000	0.010000	0.001000
1237	4	0.146508	0.272903	0.359197	0.066271	73.782808	177.962969	116.473514	149.345955	22.512327	225.123270	1.955563	3.229151	2.507046	4965.006289	0.003385	0.168202	0.700393	52.630752	176.335501	165.986738	0.176438	0.062369	11.239823	14.793504	24.156150	0.001905	0.000000	0.010000	0.001000
1238	1	0.318212	0.000000	0.000000	0.000000	129.855435	0.000000	0.000000	0.000000	16.551410	165.514096	0.500244	4.558285	1.122068	3761.092277	0.006775	0.821348	0.727191	44.591983	262.299127	170.067814	0.199755	0.174054	57.370389	8.677725	72.132442	0.002127	0.000000	0.010000	0.001000
1239	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.440062	244.400619	1.939417	1.090415	3.397264	4705.517135	0.007298	0.811649	0.660355	20.289987	218.835353	195.978382	0.488852	0.091995	14.692871	15.666031	69.837589	0.001650	0.000000	0.010000	0.001000
1240	1	0.327927	0.000000	0.000000	0.000000	136.999523	0.000000	0.000000	0.000000	17.320335	173.203348	1.657399	2.859702	2.260953	4700.945220	0.001251	0.705013	0.615424	46.789483	51.816313	194.479244	0.408751	0.038175	46.226326	1.182508	103.505595	0.002321	0.000000	0.010000	0.001000
1241	4	0.179962	0.364119	0.066757	0.207559	146.206782	123.847550	100.803014	62.458347	19.532298	195.322977	1.528990	3.575826	2.017317	4651.123584	0.003318	0.463583	0.366539	37.139693	100.376491	163.766709	0.075871	0.093607	31.735578	5.876910	37.178028	0.001105	0.000000	0.010000	0.001000
1242	2	0.347632	0.028218	0.000000	0.000000	86.239662	181.572718	0.000000	0.000000	22.842971	228.429714	1.980096	3.487573	2.524311	5037.583184	0.007757	0.891661	0.541805	17.576128	271.340866	191.360854	0.396745	0.042013	64.204295	15.029339	120.522632	0.000854	0.000000	0.010000	0.001000
1243	2	0.069716	0.375297	0.000000	0.000000	122.329732	51.191678	0.000000	0.000000	15.801219	158.012190	1.036454	1.542919	2.228993	4301.218530	0.008840	0.240320	0.403212	62.481151	59.281521	183.669211	0.314709	0.069558	41.715089	16.250460	22.628593	0.002243	0.000000	0.010000	0.001000
1244	2	0.334095	0.023670	0.000000	0.000000	120.624359	57.113268	0.000000	0.000000	15.606138	156.061375	1.127525	1.032413	2.690194	4355.451680	0.008270	0.585936	0.338586	65.778743	349.172537	101.570206	0.175364	0.196575	35.263357	9.002525	118.091238	0.000695	0.000000	0.010000	0.001000
1245	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	19.795813	197.958131	1.258371	2.425570	2.059830	4430.920924	0.003359	0.206709	0.736649	67.433466	5.317208	159.128246	0.436855	0.024269	59.420768	3.317718	26.969986	0.000866	0.000000	0.010000	0.001000
1246	2	0.364204	0.031161	0.000000	0.000000	73.300463	149.587867	0.000000	0.000000	19.876848	198.768485	1.918530	4.619331	2.457723	5217.326716	0.008402	0.778563	0.735854	18.604387	347.055668	105.961469	0.258280	0.183383	50.514541	6.196738	137.414014	0.001080	0.000000	0.010000	0.001000
1247	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.879421	248.794205	0.950696	4.090212	1.515534	4208.473760	0.009271	0.611658	0.190123	61.742061	339.431041	170.131902	0.088453	0.156183	75.954384	7.063880	5.064677	0.001198	0.000000	0.010000	0.001000
1248	1	0.321920	0.000000	0.000000	0.000000	139.094895	0.000000	0.000000	0.000000	18.523502	185.235017	0.714333	2.331714	1.705441	4016.409547	0.006925	0.226552	0.319556	15.256815	237.645765	121.058668	0.102737	0.109837	81.613241	3.699359	172.635917	0.002397	0.000000	0.010000	0.001000
1249	3	0.250260	0.365843	0.017063	0.000000	147.998041	82.834725	110.377338	0.000000	19.523791	195.237906	1.253873	2.599210	2.009096	4428.560828	0.005930	0.859038	0.350672	29.521464	215.049742	120.792470	0.498936	0.111463	36.588858	7.845467	21.157721	0.002266	0.000000	0.010000	0.001000
1250	2	0.303906	0.026988	0.000000	0.000000	72.910371	171.441051	0.000000	0.000000	23.449937	234.499367	1.671409	0.505520	4.391092	4535.696477	0.001250	0.584276	0.611968	75.002451	144.142578	124.160448	0.200744	0.076164	44.974414	9.327038	122.623038	0.002066	0.000000	0.010000	0.001000
1251	4	0.033182	0.115378	0.244966	0.372001	124.306909	59.509255	135.157357	84.915864	19.273655	192.736555	0.653547	2.907015	1.493925	3944.160566	0.004774	0.905791	0.534147	76.220290	71.172696	137.198094	0.252268	0.080630	74.872126	12.502673	145.171271	0.001058	0.000000	0.010000	0.001000
